Date,Year,Month,Month_Num,Category,Product,SKU,Region,Actual,Forecast,Unit_Price,Error,Abs_Error,APE,Bias_Pct,Revenue_Actual,Revenue_Forecast,FA_Pct,Within_20
2024-07-01,2024,Jul,7,Electronics,Tablet,TAB-N-07,North,833,759,169,-74,74,8.883553421368548,-8.883553421368548,140777,128271,91.11644657863145,1
2024-08-01,2024,Aug,8,Electronics,Tablet,TAB-N-08,North,906,923,169,17,17,1.8763796909492272,1.8763796909492272,153114,155987,98.12362030905078,1
2024-09-01,2024,Sep,9,Electronics,Tablet,TAB-N-09,North,507,379,169,-128,128,25.2465483234714,-25.2465483234714,85683,64051,74.7534516765286,0
2024-10-01,2024,Oct,10,Electronics,Tablet,TAB-N-10,North,491,391,169,-100,100,20.366598778004075,-20.366598778004075,82979,66079,79.63340122199592,0
2024-11-01,2024,Nov,11,Electronics,Tablet,TAB-N-11,North,546,678,169,132,132,24.175824175824175,24.175824175824175,92274,114582,75.82417582417582,0
2024-12-01,2024,Dec,12,Electronics,Tablet,TAB-N-12,North,436,404,169,-32,32,7.339449541284404,-7.339449541284404,73684,68276,92.66055045871559,1
2024-01-01,2024,Jan,1,Electronics,Tablet,TAB-S-01,South,511,457,472,-54,54,10.567514677103718,-10.567514677103718,241192,215704,89.43248532289628,1
2024-02-01,2024,Feb,2,Electronics,Tablet,TAB-S-02,South,691,436,472,-255,255,36.90303907380608,-36.90303907380608,326152,205792,63.09696092619392,0
2024-03-01,2024,Mar,3,Electronics,Tablet,TAB-S-03,South,637,460,472,-177,177,27.78649921507064,-27.78649921507064,300664,217120,72.21350078492937,0
2024-04-01,2024,Apr,4,Electronics,Tablet,TAB-S-04,South,1109,805,472,-304,304,27.412082957619475,-27.412082957619475,523448,379960,72.58791704238052,0
2024-05-01,2024,May,5,Electronics,Tablet,TAB-S-05,South,1225,960,472,-265,265,21.63265306122449,-21.63265306122449,578200,453120,78.36734693877551,0
2024-06-01,2024,Jun,6,Electronics,Tablet,TAB-S-06,South,1017,851,472,-166,166,16.32251720747296,-16.32251720747296,480024,401672,83.67748279252704,1
2024-07-01,2024,Jul,7,Electronics,Tablet,TAB-S-07,South,1174,1057,472,-117,117,9.965928449744462,-9.965928449744462,554128,498904,90.03407155025553,1
2024-08-01,2024,Aug,8,Electronics,Tablet,TAB-S-08,South,961,1101,472,140,140,14.568158168574403,14.568158168574403,453592,519672,85.4318418314256,1
2024-09-01,2024,Sep,9,Electronics,Tablet,TAB-S-09,South,890,654,472,-236,236,26.516853932584272,-26.516853932584272,420080,308688,73.48314606741573,0
2024-10-01,2024,Oct,10,Electronics,Tablet,TAB-S-10,South,676,591,472,-85,85,12.57396449704142,-12.57396449704142,319072,278952,87.42603550295857,1
2024-11-01,2024,Nov,11,Electronics,Tablet,TAB-S-11,South,539,447,472,-92,92,17.068645640074212,-17.068645640074212,254408,210984,82.93135435992579,1
2024-12-01,2024,Dec,12,Electronics,Tablet,TAB-S-12,South,779,825,472,46,46,5.905006418485238,5.905006418485238,367688,389400,94.09499358151476,1
2024-01-01,2024,Jan,1,Electronics,Tablet,TAB-E-01,East,1040,970,404,-70,70,6.730769230769231,-6.730769230769231,420160,391880,93.26923076923077,1
2024-02-01,2024,Feb,2,Electronics,Tablet,TAB-E-02,East,1008,1065,404,57,57,5.654761904761905,5.654761904761905,407232,430260,94.34523809523809,1
2024-03-01,2024,Mar,3,Electronics,Tablet,TAB-E-03,East,1319,1236,404,-83,83,6.2926459438968925,-6.2926459438968925,532876,499344,93.70735405610311,1
2024-04-01,2024,Apr,4,Electronics,Tablet,TAB-E-04,East,1130,1275,404,145,145,12.831858407079647,12.831858407079647,456520,515100,87.16814159292035,1
2024-05-01,2024,May,5,Electronics,Tablet,TAB-E-05,East,1676,1541,404,-135,135,8.05489260143198,-8.05489260143198,677104,622564,91.94510739856801,1
2024-06-01,2024,Jun,6,Electronics,Tablet,TAB-E-06,East,1163,1354,404,191,191,16.42304385210662,16.42304385210662,469852,547016,83.57695614789338,1
2024-07-01,2024,Jul,7,Electronics,Tablet,TAB-E-07,East,1881,2001,404,120,120,6.379585326953747,6.379585326953747,759924,808404,93.62041467304624,1
2024-08-01,2024,Aug,8,Electronics,Tablet,TAB-E-08,East,1633,1028,404,-605,605,37.04837721984078,-37.04837721984078,659732,415312,62.95162278015922,0
2024-09-01,2024,Sep,9,Electronics,Tablet,TAB-E-09,East,1305,1141,404,-164,164,12.567049808429118,-12.567049808429118,527220,460964,87.43295019157088,1
2024-10-01,2024,Oct,10,Electronics,Tablet,TAB-E-10,East,1028,1132,404,104,104,10.116731517509727,10.116731517509727,415312,457328,89.88326848249028,1
2024-11-01,2024,Nov,11,Electronics,Tablet,TAB-E-11,East,976,884,404,-92,92,9.426229508196721,-9.426229508196721,394304,357136,90.57377049180329,1
2024-12-01,2024,Dec,12,Electronics,Tablet,TAB-E-12,East,1065,981,404,-84,84,7.887323943661972,-7.887323943661972,430260,396324,92.11267605633803,1
2024-01-01,2024,Jan,1,Electronics,Tablet,TAB-W-01,West,1122,963,378,-159,159,14.171122994652407,-14.171122994652407,424116,364014,85.8288770053476,1
2024-02-01,2024,Feb,2,Electronics,Tablet,TAB-W-02,West,1378,1291,378,-87,87,6.313497822931785,-6.313497822931785,520884,487998,93.68650217706822,1
2024-03-01,2024,Mar,3,Electronics,Tablet,TAB-W-03,West,1632,1466,378,-166,166,10.17156862745098,-10.17156862745098,616896,554148,89.82843137254902,1
2024-04-01,2024,Apr,4,Electronics,Tablet,TAB-W-04,West,2543,2198,378,-345,345,13.566653558788833,-13.566653558788833,961254,830844,86.43334644121117,1
2024-05-01,2024,May,5,Electronics,Tablet,TAB-W-05,West,2641,1896,378,-745,745,28.20901173797804,-28.20901173797804,998298,716688,71.79098826202195,0
2024-06-01,2024,Jun,6,Electronics,Tablet,TAB-W-06,West,1859,1589,378,-270,270,14.523937600860679,-14.523937600860679,702702,600642,85.47606239913932,1
2024-07-01,2024,Jul,7,Electronics,Tablet,TAB-W-07,West,2802,2420,378,-382,382,13.63311920057102,-13.63311920057102,1059156,914760,86.36688079942898,1
2024-08-01,2024,Aug,8,Electronics,Tablet,TAB-W-08,West,1451,1034,378,-417,417,28.738800827015854,-28.738800827015854,548478,390852,71.26119917298415,0
2024-09-01,2024,Sep,9,Electronics,Tablet,TAB-W-09,West,1429,1571,378,142,142,9.9370188943317,9.9370188943317,540162,593838,90.0629811056683,1
2024-10-01,2024,Oct,10,Electronics,Tablet,TAB-W-10,West,1664,1482,378,-182,182,10.9375,-10.9375,628992,560196,89.0625,1
2024-11-01,2024,Nov,11,Electronics,Tablet,TAB-W-11,West,1108,746,378,-362,362,32.67148014440433,-32.67148014440433,418824,281988,67.32851985559567,0
2024-12-01,2024,Dec,12,Electronics,Tablet,TAB-W-12,West,1124,1054,378,-70,70,6.227758007117438,-6.227758007117438,424872,398412,93.77224199288257,1
2024-01-01,2024,Jan,1,Electronics,Phone,PHO-N-01,North,1465,1327,393,-138,138,9.419795221843003,-9.419795221843003,575745,521511,90.580204778157,1
2024-02-01,2024,Feb,2,Electronics,Phone,PHO-N-02,North,1505,1829,393,324,324,21.528239202657808,21.528239202657808,591465,718797,78.4717607973422,0
2024-03-01,2024,Mar,3,Electronics,Phone,PHO-N-03,North,1736,1479,393,-257,257,14.80414746543779,-14.80414746543779,682248,581247,85.1958525345622,1
2024-04-01,2024,Apr,4,Electronics,Phone,PHO-N-04,North,2093,2423,393,330,330,15.766841853798375,15.766841853798375,822549,952239,84.23315814620163,1
2024-05-01,2024,May,5,Electronics,Phone,PHO-N-05,North,2800,3322,393,522,522,18.642857142857142,18.642857142857142,1100400,1305546,81.35714285714286,1
2024-06-01,2024,Jun,6,Electronics,Phone,PHO-N-06,North,2156,2254,393,98,98,4.545454545454546,4.545454545454546,847308,885822,95.45454545454545,1
2024-07-01,2024,Jul,7,Electronics,Phone,PHO-N-07,North,1979,2482,393,503,503,25.416877210712478,25.416877210712478,777747,975426,74.58312278928751,0
2024-08-01,2024,Aug,8,Electronics,Phone,PHO-N-08,North,2420,2966,393,546,546,22.561983471074377,22.561983471074377,951060,1165638,77.43801652892563,0
2024-09-01,2024,Sep,9,Electronics,Phone,PHO-N-09,North,1447,2123,393,676,676,46.71734623358673,46.71734623358673,568671,834339,53.28265376641327,0
2024-10-01,2024,Oct,10,Electronics,Phone,PHO-N-10,North,1704,1781,393,77,77,4.518779342723005,4.518779342723005,669672,699933,95.48122065727699,1
2024-11-01,2024,Nov,11,Electronics,Phone,PHO-N-11,North,928,972,393,44,44,4.741379310344827,4.741379310344827,364704,381996,95.25862068965517,1
2024-12-01,2024,Dec,12,Electronics,Phone,PHO-N-12,North,1049,1131,393,82,82,7.816968541468065,7.816968541468065,412257,444483,92.18303145853194,1
2024-01-01,2024,Jan,1,Electronics,Phone,PHO-S-01,South,609,566,108,-43,43,7.060755336617405,-7.060755336617405,65772,61128,92.9392446633826,1
2024-02-01,2024,Feb,2,Electronics,Phone,PHO-S-02,South,628,628,108,0,0,0.0,0.0,67824,67824,100.0,1
2024-03-01,2024,Mar,3,Electronics,Phone,PHO-S-03,South,748,604,108,-144,144,19.25133689839572,-19.25133689839572,80784,65232,80.74866310160428,1
2024-04-01,2024,Apr,4,Electronics,Phone,PHO-S-04,South,710,610,108,-100,100,14.084507042253522,-14.084507042253522,76680,65880,85.91549295774648,1
2024-05-01,2024,May,5,Electronics,Phone,PHO-S-05,South,895,670,108,-225,225,25.139664804469277,-25.139664804469277,96660,72360,74.86033519553072,0
2024-06-01,2024,Jun,6,Electronics,Phone,PHO-S-06,South,1124,794,108,-330,330,29.359430604982208,-29.359430604982208,121392,85752,70.64056939501779,0
2024-07-01,2024,Jul,7,Electronics,Phone,PHO-S-07,South,1136,883,108,-253,253,22.27112676056338,-22.27112676056338,122688,95364,77.72887323943662,0
2024-08-01,2024,Aug,8,Electronics,Phone,PHO-S-08,South,702,813,108,111,111,15.81196581196581,15.81196581196581,75816,87804,84.1880341880342,1
2024-09-01,2024,Sep,9,Electronics,Phone,PHO-S-09,South,628,679,108,51,51,8.121019108280255,8.121019108280255,67824,73332,91.87898089171973,1
2024-10-01,2024,Oct,10,Electronics,Phone,PHO-S-10,South,476,420,108,-56,56,11.76470588235294,-11.76470588235294,51408,45360,88.23529411764706,1
2024-11-01,2024,Nov,11,Electronics,Phone,PHO-S-11,South,597,405,108,-192,192,32.1608040201005,-32.1608040201005,64476,43740,67.83919597989949,0
2024-12-01,2024,Dec,12,Electronics,Phone,PHO-S-12,South,477,486,108,9,9,1.8867924528301887,1.8867924528301887,51516,52488,98.11320754716981,1
2024-01-01,2024,Jan,1,Electronics,Phone,PHO-E-01,East,1034,1217,417,183,183,17.69825918762089,17.69825918762089,431178,507489,82.30174081237911,1
2024-02-01,2024,Feb,2,Electronics,Phone,PHO-E-02,East,1122,1882,417,760,760,67.7361853832442,67.7361853832442,467874,784794,32.263814616755795,0
2024-03-01,2024,Mar,3,Electronics,Phone,PHO-E-03,East,1220,1516,417,296,296,24.262295081967213,24.262295081967213,508740,632172,75.73770491803279,0
2024-04-01,2024,Apr,4,Electronics,Phone,PHO-E-04,East,1589,1903,417,314,314,19.760855884203902,19.760855884203902,662613,793551,80.23914411579611,1
2024-05-01,2024,May,5,Electronics,Phone,PHO-E-05,East,1273,1252,417,-21,21,1.6496465043205029,-1.6496465043205029,530841,522084,98.3503534956795,1
2024-06-01,2024,Jun,6,Electronics,Phone,PHO-E-06,East,1524,1622,417,98,98,6.4304461942257225,6.4304461942257225,635508,676374,93.56955380577428,1
2024-07-01,2024,Jul,7,Electronics,Phone,PHO-E-07,East,1018,1473,417,455,455,44.69548133595285,44.69548133595285,424506,614241,55.30451866404715,0
2024-08-01,2024,Aug,8,Electronics,Phone,PHO-E-08,East,1123,920,417,-203,203,18.07658058771149,-18.07658058771149,468291,383640,81.92341941228851,1
2024-09-01,2024,Sep,9,Electronics,Phone,PHO-E-09,East,1181,1215,417,34,34,2.87891617273497,2.87891617273497,492477,506655,97.12108382726502,1
2024-10-01,2024,Oct,10,Electronics,Phone,PHO-E-10,East,738,932,417,194,194,26.287262872628723,26.287262872628723,307746,388644,73.71273712737127,0
2024-11-01,2024,Nov,11,Electronics,Phone,PHO-E-11,East,840,833,417,-7,7,0.8333333333333334,-0.8333333333333334,350280,347361,99.16666666666667,1
2024-12-01,2024,Dec,12,Electronics,Phone,PHO-E-12,East,841,1010,417,169,169,20.09512485136742,20.09512485136742,350697,421170,79.90487514863258,0
2024-01-01,2024,Jan,1,Electronics,Phone,PHO-W-01,West,767,980,271,213,213,27.77053455019557,27.77053455019557,207857,265580,72.22946544980444,0
2024-02-01,2024,Feb,2,Electronics,Phone,PHO-W-02,West,1305,1561,271,256,256,19.616858237547895,19.616858237547895,353655,423031,80.3831417624521,1
2024-03-01,2024,Mar,3,Electronics,Phone,PHO-W-03,West,1611,1485,271,-126,126,7.82122905027933,-7.82122905027933,436581,402435,92.17877094972067,1
2024-04-01,2024,Apr,4,Electronics,Phone,PHO-W-04,West,1458,1438,271,-20,20,1.3717421124828533,-1.3717421124828533,395118,389698,98.62825788751715,1
2024-05-01,2024,May,5,Electronics,Phone,PHO-W-05,West,2104,1795,271,-309,309,14.686311787072242,-14.686311787072242,570184,486445,85.31368821292776,1
2024-06-01,2024,Jun,6,Electronics,Phone,PHO-W-06,West,1378,922,271,-456,456,33.09143686502177,-33.09143686502177,373438,249862,66.90856313497822,0
2024-07-01,2024,Jul,7,Electronics,Phone,PHO-W-07,West,1278,1027,271,-251,251,19.640062597809077,-19.640062597809077,346338,278317,80.35993740219092,1
2024-08-01,2024,Aug,8,Electronics,Phone,PHO-W-08,West,1311,1532,271,221,221,16.85736079328757,16.85736079328757,355281,415172,83.14263920671243,1
2024-09-01,2024,Sep,9,Electronics,Phone,PHO-W-09,West,1126,1089,271,-37,37,3.285968028419183,-3.285968028419183,305146,295119,96.71403197158082,1
2024-10-01,2024,Oct,10,Electronics,Phone,PHO-W-10,West,1361,922,271,-439,439,32.255694342395294,-32.255694342395294,368831,249862,67.7443056576047,0
2024-11-01,2024,Nov,11,Electronics,Phone,PHO-W-11,West,1151,1124,271,-27,27,2.3457862728062553,-2.3457862728062553,311921,304604,97.65421372719373,1
2024-12-01,2024,Dec,12,Electronics,Phone,PHO-W-12,West,1059,1236,271,177,177,16.71388101983003,16.71388101983003,286989,334956,83.28611898016997,1
2024-01-01,2024,Jan,1,Electronics,Headphones,HEA-N-01,North,280,319,460,39,39,13.928571428571429,13.928571428571429,128800,146740,86.07142857142858,1
2024-02-01,2024,Feb,2,Electronics,Headphones,HEA-N-02,North,268,226,460,-42,42,15.671641791044777,-15.671641791044777,123280,103960,84.32835820895522,1
2024-03-01,2024,Mar,3,Electronics,Headphones,HEA-N-03,North,343,348,460,5,5,1.4577259475218658,1.4577259475218658,157780,160080,98.54227405247813,1
2024-04-01,2024,Apr,4,Electronics,Headphones,HEA-N-04,North,504,537,460,33,33,6.547619047619048,6.547619047619048,231840,247020,93.45238095238095,1
2024-05-01,2024,May,5,Electronics,Headphones,HEA-N-05,North,426,197,460,-229,229,53.755868544600936,-53.755868544600936,195960,90620,46.244131455399064,0
2024-06-01,2024,Jun,6,Electronics,Headphones,HEA-N-06,North,466,371,460,-95,95,20.386266094420602,-20.386266094420602,214360,170660,79.6137339055794,0
2024-07-01,2024,Jul,7,Electronics,Headphones,HEA-N-07,North,539,644,460,105,105,19.480519480519483,19.480519480519483,247940,296240,80.51948051948052,1
2024-08-01,2024,Aug,8,Electronics,Headphones,HEA-N-08,North,554,407,460,-147,147,26.534296028880867,-26.534296028880867,254840,187220,73.46570397111914,0
2024-09-01,2024,Sep,9,Electronics,Headphones,HEA-N-09,North,324,377,460,53,53,16.358024691358025,16.358024691358025,149040,173420,83.64197530864197,1
2024-10-01,2024,Oct,10,Electronics,Headphones,HEA-N-10,North,379,278,460,-101,101,26.649076517150394,-26.649076517150394,174340,127880,73.35092348284961,0
2024-11-01,2024,Nov,11,Electronics,Headphones,HEA-N-11,North,400,321,460,-79,79,19.75,-19.75,184000,147660,80.25,1
2024-12-01,2024,Dec,12,Electronics,Headphones,HEA-N-12,North,231,235,460,4,4,1.7316017316017316,1.7316017316017316,106260,108100,98.26839826839827,1
2024-01-01,2024,Jan,1,Electronics,Headphones,HEA-S-01,South,1050,994,267,-56,56,5.333333333333334,-5.333333333333334,280350,265398,94.66666666666667,1
2024-02-01,2024,Feb,2,Electronics,Headphones,HEA-S-02,South,1760,1529,267,-231,231,13.125,-13.125,469920,408243,86.875,1
2024-03-01,2024,Mar,3,Electronics,Headphones,HEA-S-03,South,1849,1401,267,-448,448,24.229313142239047,-24.229313142239047,493683,374067,75.77068685776095,0
2024-04-01,2024,Apr,4,Electronics,Headphones,HEA-S-04,South,2341,2731,267,390,390,16.659547202050405,16.659547202050405,625047,729177,83.3404527979496,1
2024-05-01,2024,May,5,Electronics,Headphones,HEA-S-05,South,3158,2892,267,-266,266,8.423052564914503,-8.423052564914503,843186,772164,91.5769474350855,1
2024-06-01,2024,Jun,6,Electronics,Headphones,HEA-S-06,South,3203,2670,267,-533,533,16.64064939119575,-16.64064939119575,855201,712890,83.35935060880425,1
2024-07-01,2024,Jul,7,Electronics,Headphones,HEA-S-07,South,2041,1585,267,-456,456,22.341989220970113,-22.341989220970113,544947,423195,77.65801077902988,0
2024-08-01,2024,Aug,8,Electronics,Headphones,HEA-S-08,South,2031,1789,267,-242,242,11.915312653865092,-11.915312653865092,542277,477663,88.0846873461349,1
2024-09-01,2024,Sep,9,Electronics,Headphones,HEA-S-09,South,2392,1809,267,-583,583,24.372909698996654,-24.372909698996654,638664,483003,75.62709030100334,0
2024-10-01,2024,Oct,10,Electronics,Headphones,HEA-S-10,South,1883,1500,267,-383,383,20.339883165161975,-20.339883165161975,502761,400500,79.66011683483802,0
2024-11-01,2024,Nov,11,Electronics,Headphones,HEA-S-11,South,1580,1428,267,-152,152,9.620253164556962,-9.620253164556962,421860,381276,90.37974683544304,1
2024-12-01,2024,Dec,12,Electronics,Headphones,HEA-S-12,South,1640,1537,267,-103,103,6.280487804878049,-6.280487804878049,437880,410379,93.71951219512195,1
2024-01-01,2024,Jan,1,Electronics,Headphones,HEA-E-01,East,573,637,173,64,64,11.169284467713787,11.169284467713787,99129,110201,88.8307155322862,1
2024-02-01,2024,Feb,2,Electronics,Headphones,HEA-E-02,East,1056,1152,173,96,96,9.090909090909092,9.090909090909092,182688,199296,90.9090909090909,1
2024-03-01,2024,Mar,3,Electronics,Headphones,HEA-E-03,East,909,1083,173,174,174,19.141914191419144,19.141914191419144,157257,187359,80.85808580858085,1
2024-04-01,2024,Apr,4,Electronics,Headphones,HEA-E-04,East,998,909,173,-89,89,8.917835671342687,-8.917835671342687,172654,157257,91.08216432865731,1
